"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","time","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"11",491,33.4973791186419,36.2891493120253,"Damascus","Damascus","Damascus","Syria","Arabic","2007",1999,"01/01/1999 00:00","",491,"Unknown","Jane Eyre /جین ایر","Dār al-Biḥār ","1",NA,"","","Abridged; bilingual edition; published simultaneously in Cairo","",NA,""
"12",81,30.0224785742334,31.4021840188163,"Cairo","Cairo","Cairo","Egypt","Arabic","0",2004,"01/01/2004 00:00","",79,"Ṣabrī al-Faḍl","Jane Eyre /جین ایر","Al Usra Press","1",NA,"","","Juvenile Edition","",NA,""
"13",271,31.8584529743664,35.9348325367056,"Amman","Al-Hussein Street, Building 12, Amman, Jordan","Amman","Jordan","Arabic","0",2005,"01/01/2005 00:00","",271,"Samīr Izzat Naṣṣār","Jane Eyre /جین ایر","Al-Ahliyya Press","1",NA,"","","","",NA,""
"14",NA,33.5069145458677,-7.52096905141795,"Casablanca","Casablanca","Casablanca","Morocco","Arabic","0",2006,"01/01/2006 00:00","",NA,"Munīr al-Baʿalbakī","Jane Eyre /جین اییر","Al-Markaz al-Thaqāfī Al-ʿArabī ","20",NA,"","","Edition in memory of translator Munīr al-Baʿalbakī (1919-1999), published simultaneously in Beirut. Al-Baʿalbakī's translation was originally published in Beirut in 1985 ","",NA,""
"15",NA,33.849500957244,35.422150332364,"Beirut","Beirut","Beirut","Lebanon","Arabic","0",2008,"01/01/2008 00:00","",NA,"Unnamed group of translators","Jane Eyre /جین ایر","Dār Maktabat Al Maʿārif","",NA,"","","","",NA,""
"16",276,33.8226511186183,35.5278611799467,"Beirut","Beirut","Beirut","Lebanon","Arabic","0",2010,"01/01/2010 00:00","",276,"Riḥāb ʿakāwī","Jane Eyre /جین ایر","Dār Al-Ḥarf al-ʿArabī","1",NA,"","","","",NA,""
"17",77,30.0548392898853,31.3927451909962,"Cairo and Alexandria, Egypt","Cairo","Cairo","Egypt","Arabic","0",2012,"01/01/2012 00:00","",82,"Ḥilmī Murād","Jane Eyre /جین ایر","Modern Arab Foundation","1",NA,"","","","",NA,""
"18",272,29.282776477936,47.8822501052752,"Kuwait City","Kuwait City","Kuwait City","Kuwait","Arabic","0",2013,"01/01/2013 00:00","",272,"Amal al-Rifāʿī","Story of Jane Eyre /قصة جين اير","Dār Nāshirī Lil Nashr al-Ilikitrūni ","1",NA,"","","Electronic version","",NA,""
"19",82,30.0018361240429,31.1973826570479,"Giza","39 Khatem Al Morsaleen St. Omranya, Giza, Egypt","Giza","Egypt","Arabic","0",2016,"01/01/2016 00:00","",75,"Unknown","Jane Eyre /جین ایر","Bayt al-Lughāt al-Duwaliyya","1",NA,"","","Bilingual edition, used to teach English","",NA,""
"20",542,25.2536930602894,55.3518321904111,"Dubai","Dubai","Dubai","United Arab Emirates","Arabic","0",2016,"01/01/2016 00:00","",542,"Unknown","Jane Eyre /جین ایر","Dār Al Hudhud For Publishing and Distribution","1",NA,"","","Translation of a 're-telling' for children by Gill Tavner (2009)","",NA,""
"21",490,36.1234206726501,37.1563406815908,"Aleppo","Aleppo","Aleppo","Syria","Arabic","0",2017,"01/01/2017 00:00","",490,"Aḥmad Nabīl al-Anṣārī","Jane Eyre /جین ایر","Dār al-Nahj; Dār al-Firdaws","1",NA,"","","Abridged","",NA,""
"22",75,30.1437346829086,31.3341380575649,"Cairo","6b, Gawad Hosni Street, Abdeen, Cairo, Egypt, 22613","Cairo","Egypt","Arabic","0",2017,"01/01/2017 00:00","",76,"Unknown","Jane Eyre /جین ایر","Dār al-Alif Publishing House for Printing and Distribution","1",NA,"","","","",NA,""
"23",270,31.9951838647616,35.915771528703,"Amman","Al-Hussein Street, Building 12, Amman, Jordan","Amman","Jordan","Arabic","0",2017,"01/01/2017 00:00","",270,"Yūsif ʿAṭā al-Ṭarīfī","Jane Eyre /جین ایر","Al-Ahliyya Press","1",NA,"","","","",NA,""
"24",12,40.1193031211549,44.4139344083001,"K. Polis","Erevan","Erevan","Armenia","Armenian","0",1908,"01/01/1908 00:00","",12,"Marinos H Stampōlluean","Chēyn Ēyr","Tpagrutʻiwn H. Mattʻēosean","1",NA,"","","","WorldCat",NA,""
"25",11,40.1686364246524,44.5553406904172,"Erevan","Erevan","Erevan","Armenia","Armenian","0",1988,"01/01/1988 00:00","",11,"Aram Bowdaġyan","Jeyn Ēyr ","Sovetakan groġ ","1",NA,"","","","WorldCat",NA,""
"26",167,26.1162342412897,91.6512157544884,"Guwahati","Guwahati","Kamrup Metropolitan","India","Assamese","0",1999,"01/01/1999 00:00","",164,"Subhadra Baruwa","জেন আয়ার / Jane Eyre","Pūrbāñcal Prakāś","1",NA,"","","Abridged","IT",NA,""
"27",NA,40.4421556636621,49.8758833499137,"Baku","Baku","Baku","Azerbaijani","Azeri","0",2013,"01/01/2013 00:00","",NA,"Nadir Bədəlov","Ceyn Eyr","Qanun, ‘Äli vä Nino’","",NA,"","","Translated from Russian (probably one of the Stanevich, Stanevich-Gurova or Gurova translations). Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"28",449,43.2575333342702,-2.04906723180489,"Donostia-San Sebastián","San Sebastián","Guipúzcoa","Spain","Basque","2011",1998,"01/01/1998 00:00","",411,"Iñaki Mendiguren","Jane Eyre","Elkarlanean ","2",NA,"https://www.dropbox.com/s/dgycs7iqq051n0t/1998%20Mendiguren.jpg?dl=0","","Possibly abridged","IT",NA,""
"29",NA,22.6180757911014,88.3533368421795,"Kolkata","Kolkata","Kolkata","India","Bengali","0",1914,"01/01/1914 00:00","",NA,"Nirmmalā Bālā Soma","Saralā","Nirmmalā Bālā Soma","",NA,"","","","",NA,""
"30",17,23.7123501461714,90.4615998896326,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",1977,"01/01/1977 00:00","",17,"Suraiya Akhtar Begum","জেন আয়ার / Jane Eyre","Muktadhārā ","1",NA,"","","Abridged","IT",NA,""
"31",16,23.8275924411386,90.3263131895124,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",1990,"01/01/1990 00:00","",16,"Kabir Chaudhuri","জেন আয়ার / Jane Eyre","Muktadhārā ","1",NA,"","","Abridged","WorldCat",NA,""
"32",NA,22.4505376149504,88.4658177100198,"Kolkata","Kolkata","Kolkata","India","Bengali","0",1991,"01/01/1991 00:00","",NA,"Sudhīndranāth Rāhā","জেন আয়ার / Jane Eyre","Dēv Sāhitya Kuṭār","",NA,"","","Abridged","",NA,""
"33",18,23.7992466841142,90.3416498177707,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2006,"01/01/2006 00:00","",18,"Qazi Shahnoor Husain","কিশোর ক্লাসিক জেন আয়ার লিটল উইমেন ভ্যানিটি ফেয়ার / Teenager Classics: Jane Eyre, Little Women, Vanity Fair","Sebā Prakāśanī","1",NA,"","","Abridged","WorldCat",NA,""
"34",NA,23.7908614643633,90.3472436975244,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2010,"01/01/2010 00:00","",NA,"Dhrub Nīl (ধ্রুব নীল)","শার্লট ব্রন্টি জেন আয়ার / Śārlaṭ Branṭi: Jen Āẏār / Charlotte Brontë: Jane Eyre ","Pāñjērī Pāblikēśans ","",NA,"","","Abridged and illustrated: 'Teenage Classics Series'","",NA,""
"35",NA,23.8914676134258,90.4384449917379,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2011,"01/01/2011 00:00","",NA,"Khurram Hosahim (খুররম হোসাইন)","শার্লট ব্রন্টি জেন আয়ার / Charlotte Brontë: Jane Eyre","Phrēnḍs Buk Karṇār","",NA,"","","Abridged","",NA,""
"36",NA,23.732856857755,90.4499380418121,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2018,"01/01/2018 00:00","",NA,"Muhaq Zakir (মুহঃ জাকির হোসেন)","শার্লট ব্রন্টি পাঠকননদিতা ও শিল্পোত্তীর্ণা উপন্যাস জেন আয়ার / Charlotte Brontë's Delightful and Artistic Novel: Jane Eyre","Biśbasāhitya Bhaban","1",NA,"","","Abridged, edition for teenagers","",NA,""
"37",NA,23.8954457021568,90.4171402619708,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2019,"01/01/2019 00:00","",NA,"Sālēhā Chowdhury (সালেহা চৌধুরী)","শার্লট ব্রন্টি জেন আয়ার / Charlotte Brontë: Jane Eyre","Uttaran","1",NA,"","","Abridged","",NA,""
"38",31,42.7961600961558,23.3360871214171,"Sofia","Sofia","Sofia","Bulgaria","Bulgarian","1979",1959,"01/01/1959 00:00","",30,"Hristo K'nev"," Джейн Еър / Jane Eyre","Nar. kultura","2",NA,"","","","COBISS",NA,""
"39",30,42.6203582122385,23.3024778053382,"Sofia","Sofia","Sofia","Bulgaria","Bulgarian","0",2013,"01/01/2013 00:00","",31,"Natalya Georgieva, Dimit'r Tonin & Silvia Serafimova Velikova"," Джейн Еър: автобиография / Jane Eyre: An Autobiography","Šambala","1",NA,"","","","COBISS",NA,""
"40",285,16.9016491018375,96.0865064121051,"Rangoon","Rangoon","Rangoon","Myanmar","Burmese","0",1953,"01/01/1953 00:00","",285,"Unknown","Gyain-è-yà / Jane Eyre ","Burma Translation Society","1",NA,"","","","WorldCat",NA,""
"41",412,41.4700052788303,2.25164770654705,"Barcelona","Barcelona","Barcelona","Spain","Catalan","1996, 2010",1992,"01/01/1992 00:00","",412,"Maria Dolors Ventós","Jane Eyre","Proa","2",NA,"","","First Barcelona edition of the translation originally published in Madrid in 1947. 2010 edition is with Labutxaca","",NA,""
"42",414,41.4483753358301,2.13410734290559,"Barcelona","Barcelona","Barcelona","Spain","Catalan","0",2001,"01/01/2001 00:00","",414,"Jordi Arbonès i Montull","Jane Eyre","Columna","1",NA,"","","","IT",NA,""
"43",413,41.4446389899876,2.25677764144097,"Barcelona","Barcelona","Barcelona","Spain","Catalan","0",2010,"01/01/2010 00:00","",413,"Anna Llisterri","Jane Eyre","Teide","1",NA,"https://www.dropbox.com/s/vhfv9hq0edcxmiq/2010_Llisterri.jpg?dl=0","","","WorldCat",NA,""
"44",NA,31.0827856740156,121.433642718185,"Shanghai","Shanghai","Shanghai","China","Chinese","0",1925,"01/01/1925 00:00","01/01/1925",NA,"Xiaomei Xu (许小美)","重光记 / Chong guang ji / Seeing Light Again","Dadong Press",NA,NA,"","","Later republished in Tainan, Taiwan (1972)","",NA,""
"45",NA,31.2122437230485,121.570751139837,"Shanghai","Shanghai","Shanghai","China","Chinese","1977",1935,"01/01/1935 00:00","01/01/1935",NA,"Guangjian Wu (伍光建)","孤女飘零记 / Gunv piaolingji / Record of a Wandering Orphan","Commercial Press","",NA,"","","Later republished in Jilin (2013)","",NA,""
"46",NA,31.0648166301833,121.551406968607,"Shanghai","Shanghai","Shanghai","China","Chinese","1952",1936,"01/01/1936 00:00","01/01/1936",NA,"Jiye Li (李霁野)","简爱自传 / Jianai zizhuan / Jane Eyre: An Autobiography","Shenghuo Shudian","",NA,"","","The 1952 edition is with Wenhua Shenghuo Press. Later republished in Beijing (1982)","",NA,""
"47",NA,25.0924343435962,121.640145648041,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1954,"01/01/1954 00:00","01/01/1954",NA,"Fang Li (李方)","简爱 / Jianai / Jane Eyre","Taipei Xinxing Press","",NA,"","","","",NA,""
"48",NA,25.1491401185219,121.51266581612,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1961,"01/01/1961 00:00","01/01/1961",NA,"Wen Li (李文)","简爱 / Jianai / Jane Eyre","Taipei Dazhongguo Press","",NA,"","","","",NA,""
"49",NA,25.1640858776805,121.468488215891,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1963,"01/01/1963 00:00","01/01/1963",NA,"Weitang Lin (林维堂)","简爱 / Jianai / Jane Eyre","Taipei Wenhua Press","",NA,"","","","",NA,""
"50",NA,22.6373311141708,120.367557798618,"Kaohsiung","Kaohsiung","Kaohsiung","Taiwan","Chinese","0",1971,"01/01/1971 00:00","01/01/1971",NA,"Zhicheng Zhang (张志成)","简爱 / Jianai / Jane Eyre","Gaoxiong Dazhong Press","",NA,"","","","",NA,""
"51",NA,23.0558475878772,120.282929282019,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1972,"01/01/1972 00:00","01/01/1972",NA,"Xiaomei Xu (许小美)","简爱 / Jianai / Jane Eyre","Tainan Xinshiji Press","",NA,"","","First Tainan edition of the translation originally published in Shanghai in 1925","",NA,""
"52",NA,22.9651716404811,120.209033271566,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1973,"01/01/1973 00:00","01/01/1973",NA,"Ninglan Lin (林宁兰)","简爱 / Jianai / Jane Eyre","Tainan Wangjia Press","",NA,"","","","",NA,""
"53",NA,23.0049847300381,120.241350646585,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1975,"01/01/1975 00:00","01/01/1975",NA,"Mengdai Zhao (赵梦黛)","简爱 / Jianai / Jane Eyre","Tainan Biaozhun Press","",NA,"","","","",NA,""
"54",NA,25.1141720519804,121.523436285651,"Taipei","Taipei","Taipei","Taiwan","Chinese","1984",1975,"01/01/1975 00:00","01/01/1975",NA,"Yundai Liu (刘云迨)","简爱 / Jianai /Jane Eyre","Taipei Wuzhou Press","",NA,"","","","",NA,""
"55",NA,25.075671907508,121.488173405317,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1975,"01/01/1975 00:00","01/01/1975",NA,"Zhong Wen (文仲)","简爱 / Jianai / Jane Eyre","Taipei Qingliu Press","",NA,"","","","",NA,""
"56",51,31.1192454676317,121.573333411327,"Shanghai","Shanghai","Shanghai","China","Chinese","0",1980,"01/01/1980 00:00","",NA,"Qingying Zhu (祝庆英)","简爱 / Jianai / Jane Eyre","Shanghai Yiwen Press","",NA,"","","",NA,NA,""
"57",36,39.9694435458493,116.356490488801,"Beijing","Beijing","Beijing","China","Chinese","0",1982,"01/01/1982 00:00","",NA,"Jiye Li (李霁野)","简爱自传 / Jianai zizhuan / Jane Eyre: An Autobiography","Shanxi Renmin Press","1",NA,"","","First Beijing edition of the translation originally published in Shanghai in 1936","",NA,""
"58",NA,41.7165545281958,123.515490466899,"Shenyang","Shenyang","Shenyang","China","Chinese","0",1983,"01/01/1983 00:00","",NA,"Zunyi Li (李遵义）","简爱 / Jianai / Jane Eyre ","Liaoning Meishu Press","",NA,"","","Graphic novel ","",NA,""
"59",NA,25.031386915588,121.487876728366,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1988,"01/01/1988 00:00","01/01/1988",NA,"Xuting Liang (梁绪婷)","简爱 / Jianai / Jane Eyre","Taipei Zhiwen Press","",NA,"","","","",NA,""
"60",37,39.9360944891211,116.504544197054,"Beijing","Beijing","Beijing","China","Chinese","0",1990,"01/01/1990 00:00","",37,"Junxie Wu (吴钧燮)","简爱 / Jianai / Jane Eyre","Renmin Wenxue Press","1",NA,"","","Later republished in Taipei (2019)","",NA,""
"61",42,30.3586491009189,120.213418198406,"Hangzhou","Hangzhou","Hangzhou","China","Chinese","0",1991,"01/01/1991 00:00","",42,"Wen Ling (凌雯)","简爱 / Jianai / Jane Eyre","Zhejiang Wenyi Press","1",NA,"","","","",NA,""
"62",NA,25.9422029593776,119.372375618051,"Fuzhou","Fuzhou","Fuzhou","China","Chinese","0",1993,"01/01/1993 00:00","",NA,"Derong Li (李德荣)","简爱 / Jianai / Jane Eyre","Haixia Wenyi Press","",NA,"","","","",NA,""
"63",49,32.1143983106348,118.756483344648,"Nanjing","Nanjing","Nanjing","China","Chinese","0",1994,"01/01/1994 00:00","",48,"Yuanshen Huang (黄源深)","简爱 / Jianai / Jane Eyre","Yilin Press","1",NA,"","","","",NA,""
"64",NA,43.7365095625425,126.603413904946,"Jilin","Jilin","Jilin","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Hong Liang (梁虹)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","","",NA,""
"65",NA,30.6553423945625,104.043632796797,"Chengdu","Chengdu","Chengdu","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Naixiu Sun (孙乃修) ","简爱 / Jianai / Jane Eyre","Sichuan Renmin Press","",NA,"","","Abridged","",NA,""
"66",NA,36.5737041846056,101.840864151802,"Xining","Xining","Xining","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Qi Zhao (赵琪)","简爱 / Jianai / Jane Eyre","Qinghai Renmin Press","",NA,"","","","",NA,""
"67",NA,28.1338973498194,113.054995491969,"Changsha","Changsha","Changsha","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Shuren Huang (黄淑仁)","简爱 / Jianai / Jane Eyre","Hunan Wenyi Press","",NA,"","","","",NA,""
"68",NA,38.0481973757907,114.555330394063,"Shijiazhuang","Shijiazhuang","Shijiazhuang","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Ming Lu (卢铭) ","简爱 / Jianai / Jane Eyre","Hebei University Press","",NA,"","","Abridged","",NA,""
"69",NA,39.9937903837629,116.450938846016,"Beijing","Beijing","Beijing","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Peng'en Li (李彭恩)","简爱 / Jianai / Jane Eyre","Beijing Broadcast College Press","",NA,"","","Abridged","",NA,""
"70",NA,39.9505918835618,116.547992452079,"Beijing","Beijing","Beijing","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Shensheng Yang (杨慎生) ","简爱 / Jianai / Jane Eyre","Qinghua University Press","",NA,"","","","",NA,""
"71",NA,37.9723807933214,114.592111226585,"Shijiazhuang","Shijiazhuang","Shijiazhuang","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Xiao Li (小莉)","简爱 / Jianai / Jane Eyre","Huashan Wenyi Press","",NA,"","","","",NA,""
"72",48,26.9277339958085,100.177247641435,"Lijiang","Lijiang","Lijiang","China","Chinese","0",1997,"01/01/1997 00:00","",47,"Jianhua Hu (胡建华)","简爱 / Jianai / Jane Eyre","Lijiang Press","1",NA,"","","","",NA,""
"73",NA,23.063539452919,120.29737226962,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",1997,"01/01/1997 00:00","01/01/1997",NA,"Shuping Xu (徐淑萍)","简爱 / Jianai / Jane Eyre","Tainan Hanfeng Press","",NA,"","","","",NA,""
"74",NA,39.999972471907,116.354556692563,"Beijing","Beijing","Beijing","China","Chinese","0",1997,"01/01/1997 00:00","",NA,"Xiaohong Yang (杨晓红)","简爱 / Jianai / Jane Eyre","Jiuzhou Tushu Press","",NA,"","","","",NA,""
"75",NA,32.0334125930663,118.754225239304,"Nanjing","Nanjing","Nanjing","China","Chinese","0",1998,"01/01/1998 00:00","",NA,"Ailing Wu (吴艾玲) (译注)","简爱 / Jianai / Jane Eyre","Jiangsu Jiaoyu Press","",NA,"","","","",NA,""
"76",NA,42.9224526765103,129.530773503255,"Yanbian","Yanbian","Yanbian","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"He Wu (武合)","简爱 / Jianai / Jane Eyre","Yanbian Renmin Press","",NA,"","","","",NA,""
"77",NA,39.9708421857424,116.384647619942,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Shibi Yang (杨诗碧)","简爱 / Jianai / Jane Eyre","China Xiju Press","",NA,"","","","",NA,""
"78",NA,30.7110486858823,103.963412177534,"Chengdu","Chengdu","Chengdu","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Suxian Wei (魏素先)","简爱 / Jianai / Jane Eyre","Sichuan Renmin Press","",NA,"","","","",NA,""
"79",NA,25.1183544990078,121.518872685733,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1999,"01/01/1999 00:00","01/01/1999",NA,"Wenqi Li (李文绮)","简爱 / Jianai / Jane Eyre","Taipei Yuanzun Wenhua Press","",NA,"","","Later republished in Hefei (2010_","",NA,""
"80",NA,39.8369726053767,116.443855011401,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Xiaowei Wang (王晓卫)","简爱 / Jianai / Jane Eyre","Dazhong Wenyi Press","",NA,"","","","",NA,""
"81",NA,25.0179793344282,121.632361269838,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1999,"01/01/1999 00:00","01/01/1999",NA,"Youling Huang (黄友玲)","简爱 / Jianai / Jane Eyre","Taipei Xidai Press","",NA,"","","","",NA,""
"82",NA,40.0304141315494,116.441078704068,"Beijing","Beijing","Beijing","China","Chinese","0",1999,"01/01/1999 00:00","",NA,"Zijian Han (韩子剑)","简爱 / Jianai / Jane Eyre","China Xiju Press","",NA,"","","","",NA,""
"83",NA,45.7775851765182,126.43836135948,"Harbin","Harbin","Harbin","China","Chinese","0",2000,"01/01/2000 00:00","",NA,"Lin Zi (林子)","简爱 / Jianai / Jane Eyre","Harbin Publishing House","",NA,"","","","",NA,""
"84",NA,23.0577097457119,120.257690664277,"Tainan","Tainan","Tainan","Taiwan","Chinese","0",2000,"01/01/2000 00:00","01/01/2000",NA,"Xinci Zhang (张心慈)","简爱 / Jianai / Jane Eyre","Tainan Daxia Press","",NA,"","","","",NA,""
"85",NA,42.8479304299502,129.446393496465,"Yanbian","Yanbian","Yanbian","China","Chinese","0",2000,"01/01/2000 00:00","",NA,"Yu Sun (孙宇)","简爱 / Jianai / Jane Eyre","Yanbian Renmin Press","",NA,"","","","",NA,""
"86",39,30.6669729993511,104.154862595367,"Chengdu","Chengdu","Chengdu","China","Chinese","2011",2001,"01/01/2001 00:00","",39,"Daming Li (李大明) and Jing Li (李晶)","简·爱 (缩写本) / Jian Ai (suoxieben) / Jane Eyre (Abridged Version)","Sichuan Wenyi Chubanshe (四川文艺出版社)","2",NA,"http://book.kongfz.com/156492/879622674/ and for the 2011 reprint https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/3%20Cover%20images/Chinese?preview=2011+Li+%26+Li.tiff","https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/4%20Sound%20files%20of%20title%20and%20author/Chinese?preview=2011+Li+%26+Li.m4a","This abridged version was the basis for the 2011 translation into Tibetan printed together with the Chinese text. Source: researcher's copy (Ulrich Timme Kragh)","Researcher's copy (Ulrich Timme Kragh)",NA,""
"87",150,22.2554597903048,114.128734078782,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2001,"01/01/2001 00:00","",150,"Fei Gao","简爱 / Jianai / Jane Eyre","Wenhua Yishu Press","1",NA,"","","","",NA,""
"88",34,39.925881722416,116.531418368857,"Beijing","Beijing","Beijing","China","Chinese","0",2001,"01/01/2001 00:00","",34,"Jianghao Wu（吴江皓）and Fanhai Zeng（曾凡海）","简爱 / Jianai / Jane Eyre","Beijing Yanshan Press ","1",NA,"","","","",NA,""
"89",NA,43.8783324488232,126.586806187335,"Jilin","Jilin","Jilin","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaofeng Shen (沈小凤)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","","",NA,""
"90",NA,49.271090533519,119.81289325055,"Hulun Buir","Hulun Buir","Hulun Buir","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaojuan Dong (董晓娟)","简爱 / Jianai / Jane Eyre","Neimenggu Wenhua Press","",NA,"","","","",NA,""
"91",NA,49.2098191974962,119.790636407316,"Hulun Buir","Hulun Buir","Hulun Buir","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Xiaojuan Wang (王晓娟)","简爱 / Jianai / Jane Eyre","Neimenggu Wenhua Press","",NA,"","","","",NA,""
"92",NA,31.0906507146252,121.594902859105,"Shanghai","Shanghai","Shanghai","China","Chinese","0",2001,"01/01/2001 00:00","",NA,"Yixin Fan (樊一昕）","简爱 / Jianai / Jane Eyre","Shanghai Shijie Tushu Corporation","",NA,"","","","",NA,""
"93",151,22.2995819617999,114.164823280938,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2002,"01/01/2002 00:00","",151,"Xijiang Fan","简爱 / Jianai / Jane Eyre","Wenhua Yishu Press","1",NA,"","","","",NA,""
"94",NA,39.8755680843585,116.539480573995,"Beijing","Beijing","Beijing","China","Chinese","0",2002,"01/01/2002 00:00","",NA,"Zhaolin Song (宋兆霖)","简爱 / Jianai / Jane Eyre","China Wenlian Press","",NA,"","","Later republished in Taipei","",NA,""
