"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"297",NA,43.0608607193302,47.6079281282396,"Makhachkala","Makhachkala","Makhachkala","Russia","Russian","0",1986,"01/01/1986 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Khudozhestvennaia literatura","",NA,"","","First Makhachkala edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"298",421,41.2929117227261,2.13338669378612,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1987, 1995",1986,"01/01/1986 00:00","",424,"Camila Batlles","Jane Eyre","Salvat","4",NA,"https://www.dropbox.com/s/45k366yswzyqbtb/1987_Batlles.jpg?dl=0","","First Barcelona edition of the translation originally published in Madrid in 1972","OT (2013)",NA,""
"299",512,41.0357602010942,29.0613904283412,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1986,"01/01/1986 00:00","",508,"Suna Güler Asımgil","Jane Eyre","Ülkü Yayınevi","1",NA,"","","","National Library of Turkey",NA,""
"300",208,32.0304968749673,34.7382946931359,"Tel Aviv","Tel Aviv","Tel Aviv","Israel/Palestine","Hebrew","0",1987,"01/01/1987 00:00","",208,"Liora Herzig","Jane Eyre / ג'יין אייר","Zmora Bitan","1",NA,"https://www.dropbox.com/s/rfcfxsfhm0dmy6x/1987%20Herzig.jpg?dl=0","","","",NA,""
"301",217,44.1366301599649,9.8256039724095,"La Spezia","La Spezia","La Spezia","Italy","Italian","0",1987,"01/01/1987 00:00","",217,"Unknown","Jane Eyre","Melita","1",NA,"","","Versione integrale' ('complete version' ). Collection 'i classici' ('classics')","SBN",NA,""
"302",11,40.1166502516708,44.5952211654466,"Erevan","Erevan","Erevan","Armenia","Armenian","0",1988,"01/01/1988 00:00","",11,"Aram Bowdaġyan","Jeyn Ēyr ","Sovetakan groġ ","1",NA,"","","","WorldCat",NA,""
"303",NA,25.0229398066115,121.578231236109,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",1988,"01/01/1988 00:00","01/01/1988",NA,"Xuting Liang (梁绪婷)","简爱 / Jianai / Jane Eyre","Taipei Zhiwen Press","",NA,"","","","",NA,""
"304",390,37.5518105208771,126.95085523643,"Seoul","Seoul","Seoul","South Korea","Korean","1993",1988,"01/01/1988 00:00","",389,"Jang, MunPyong","제인 에어 / Jane Eyre","Enlightenment (계몽사)","2",NA,"","","","",NA,""
"305",393,37.4924360092161,127.041852467437,"Seoul","Seoul","Seoul","South Korea","Korean","2002",1988,"01/01/1988 00:00","",392,"Kim, MunYoung","제인 에어 / Jane Eyre","Education Library (교육서관/ 하서)","2",NA,"","","","",NA,""
"306",400,37.4975987918107,126.962562093488,"Seoul","Seoul","Seoul","South Korea","Korean","1988, 1994",1988,"01/01/1988 00:00","",399,"Kim, SuYeon","제인 에어 / Jane Eyre","Ilshin Publisher (일신서적공사)","3",NA,"","","","",NA,""
"307",NA,47.0273542880564,28.8369363774645,"Chișinău","Chișinău","Chișinău","Moldova","Moldovan","0",1988,"01/01/1988 00:00","",NA,"Nina Iskimži and E. Kurekeru-Vatamanu","Džejn Ejr","Literatura Artistike","",NA,"","","","WorldCat",NA,""
"308",NA,41.2061627472421,-8.63912326027469,"Porto","Porto","Porto","Portugal","Portuguese","0",1988,"01/01/1988 00:00","",NA,"Isabel Patrícia and Martins da Rocha","Jane Eyre","Edinter","1",NA,"","","Juvenile edition, with illustrations. Abridged (61 pages)","",NA,""
"309",NA,54.2785027137455,45.1264698281563,"Saransk","Saransk","Saransk","Russia","Russian","1989",1988,"01/01/1988 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Mordovskoe kn. Izdatel'stvo","",NA,"","","First Saransk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"310",317,59.8653844039487,10.5985815942545,"Stabekk","Stabekk","Bærum","Norway","Norwegian","0",1989,"01/01/1989 00:00","",321,"Elise Horn","Jane Eyre","Den norske bokklubben","1",NA,"","","","IT",NA,""
"311",15,40.4394783197832,49.9376831813227,"Baku","Baku","Baku","Azerbaijan","Russian","0",1989,"01/01/1989 00:00","",15,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","I︠A︡zychy","1",NA,"","","First Baku edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"312",NA,-33.466196209414,-70.675280002922,"Santiago de Chile","Santiago de Chile","Santiago de Chile","Chile","Spanish","0",1989,"01/01/1989 00:00","",NA,"S. Robles","Jane Eyre","Zig-Zag","",NA,"","","","",NA,""
"313",16,23.7550128935154,90.4626399067252,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",1990,"01/01/1990 00:00","",16,"Kabir Chaudhuri","জেন আয়ার / Jane Eyre","Muktadhārā ","1",NA,"","","Abridged","WorldCat",NA,""
"314",37,39.8573422938448,116.363595364507,"Beijing","Beijing","Beijing","China","Chinese","0",1990,"01/01/1990 00:00","",37,"Junxie Wu (吴钧燮)","简爱 / Jianai / Jane Eyre","Renmin Wenxue Press","1",NA,"","","Later republished in Taipei (2019)","",NA,""
"315",123,48.7716317192074,9.20436969731403,"Stuttgart","Stuttgart","Stuttgart","Germany","German","1996, 1998, 2011",1990,"01/01/1990 00:00","",123,"Ingrid Rein","Jane Eyre, Eine Autobiographie","Philipp Reclam","4",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1990%20Rein.png?role=personal","","","",NA,""
"316",136,37.9431813814546,23.7536750728294,"Athens","Athens","Athens","Greece","Greek","0",1990,"01/01/1990 00:00","",136,"Vasilis Liaskas (Βασίλης Λιάσκας)","Τζέην Έηρ / Jane Eyre ","Damianos (Δαμιανός)","1",NA,"https://www.dropbox.com/s/07sl19mau9idlko/1990_Liaskas.jpg?dl=0","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"317",391,37.5583847187823,127.030326653481,"Seoul","Seoul","Seoul","South Korea","Korean","1994",1990,"01/01/1990 00:00","",390,"Lee, JungKee","제인 에어 / Jane Eyre","Semyung Cultural History (세명문화사)","2",NA,"","","","",NA,""
"318",193,35.6082685710603,51.368924628818,"Tehran","Tehran","Tehran","Iran","Persian","0",1990,"01/01/1990 00:00","",193,"Fereidun Kar","Jane Eyre /جین ایر","Javidan","1",NA,"","","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"319",NA,40.3394575429545,49.8422351782653,"Baku","Baku","Baku","Azerbaijan","Russian","0",1990,"01/01/1990 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","I︠A︡zychy","",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"320",NA,51.5848728502547,45.9767273598947,"Saratov","Saratov","Saratov","Russia","Russian","0",1990,"01/01/1990 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Privolzhskoe kn. Izdatel'stvo: SO NPO ""Insolar""","",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"321",NA,51.5856941110853,39.259190709536,"Voronezh","Voronezh","Voronezh","Russia","Russian","0",1990,"01/01/1990 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Tsentral'no-Chernozemskoe kn. Izdatel'stvo","",NA,"","","First Voronezh edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"322",357,55.6844395585951,37.721645371766,"Moscow","Moscow","Moscow","Russia","Russian","0",1990,"01/01/1990 00:00","",355,"V. O. Stanevich, I. G. Gurova","Джен Эйр / Dzhen Eĭr / Jane Eyre","Khudozhestvennaia literatura","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Russian/1990%20Stanevich%20with%20Gurova.jpg?role=personal","","This is Stanevich's 1950 translation with the censored-out passages restored by Gurova","",NA,""
"323",28,43.8047123932834,18.5013345676977,"Sarajevo","Sarajevo","Sarajevo","Bosnia","Serbian","0",1990,"01/01/1990 00:00","",28,"Budislava Šćekić","Džejn Ejr, buntovnica / Jane Eyre, the Rebel ","Oslobođenje","1",NA,"","","Abridged by Eugenio Sotillos","COBISS",NA,""
"324",NA,22.5269626448001,88.2755461561104,"Kolkata","Kolkata","Kolkata","India","Bengali","0",1991,"01/01/1991 00:00","",NA,"Sudhīndranāth Rāhā","জেন আয়ার / Jane Eyre","Dēv Sāhitya Kuṭār","",NA,"","","Abridged","",NA,""
"325",42,30.3710943215496,120.208944725926,"Hangzhou","Hangzhou","Hangzhou","China","Chinese","0",1991,"01/01/1991 00:00","",42,"Wen Ling (凌雯)","简爱 / Jianai / Jane Eyre","Zhejiang Wenyi Press","1",NA,"","","","",NA,""
"326",141,38.0662991120349,23.7080399465777,"Athens","Athens","Athens","Greece","Greek","0",1991,"01/01/1991 00:00","",141,"Polly Moschopoulou (Πόλυ Μοσχοπούλου)","Τζέιν Έιρ / Jane Eyre ","Kaktos (Κάκτος)","1",NA,"https://www.dropbox.com/s/c040h87p6uy9vol/1991_Moschopoulou.jpg?dl=0","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"327",183,35.6434021200725,51.3500168808415,"Tehran","Tehran","Tehran","Iran","Persian","1996, 2001, 2010, 2014",1991,"01/01/1991 00:00","",182,"Mohammad-Taqi Bahrami Horran","Jane Eyre /جین ایر","Mohammad-Taqi Bahrami Horran","5",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1991%20Bahrami%20Horran","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1991%20Bahrami%20Horran.m4a?role=personal","Self-published, except the 1996 edition which is with Jami","National Library of Iran: http://www.nlai.ir/",NA,""
"328",184,35.6280243103133,51.3887619882967,"Tehran","Tehran","Tehran","Iran","Persian","1996, 2014",1991,"01/01/1991 00:00","",183,"Nastaran Jameʻi","Jane Eyre /جین ایر","Abnus","3",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1991%20Jame%CA%Bbi","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1991%20Jame%CA%BBi.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"329",178,35.7383113881779,51.4477786654286,"Tehran","Tehran","Tehran","Iran","Persian","1996, 2014",1991,"01/01/1991 00:00","",177,"Parvin Qa’emi","Jane Eyre /جین ایر","Ketab-e Afarin","2",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1991%20Qa%E2%80%99emi.jpg?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1991%20Qa'emi.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"330",NA,55.7266842119523,37.5330849433422,"Moscow","Moscow","Moscow","Russia","Russian","0",1991,"01/01/1991 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Vneshiberika","",NA,"","","Also published in St Petersburg. May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"331",349,56.9504298094956,53.28804660699,"Izhevsk","Izhevsk","Izhevsk","Russia","Russian","0",1991,"01/01/1991 00:00","",349,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Ural-BISI","1",NA,"","","First Izhevsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"332",380,46.0020280847142,14.4329576436252,"Ljubljana","Ljubljana","Ljubljana","Slovenia","Slovenian","0",1991,"01/01/1991 00:00","",380,"Božena Legiša-Velikonja","Jane Eyre","Založništvo slovenske knjige","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Slovenian/1991%20Legi%C5%A1a-Velikonja.emf?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Slovenian/1991%20Legi%C5%A1a-Velikonja.m4a?role=personal","First Ljubljana edition (with a new title) of the Legiša-Velikonja translation originally published in  Murska Sobota in 1970","COBISS",NA,""
"333",468,40.352488322099,-3.64639163754035,"Madrid ","Madrid ","Madrid ","Spain","Spanish","0",1991,"01/01/1991 00:00","",468,"José Enrique Cubedo Fernández-Trapiella","Jane Eyre","Gaviota","1",NA,"","","Later republished in León (2013). Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"334",412,41.432556536543,2.16544471334968,"Barcelona","Barcelona","Barcelona","Spain","Catalan","1996, 2010",1992,"01/01/1992 00:00","",412,"Maria Dolors Ventós","Jane Eyre","Proa","2",NA,"","","First Barcelona edition of the translation originally published in Madrid in 1947. 2010 edition is with Labutxaca","",NA,""
"335",392,37.5725828776499,127.014118879917,"Seoul","Seoul","Seoul","South Korea","Korean","2001",1992,"01/01/1992 00:00","",391,"Park, JongHak","제인 에어 / Jane Eyre","Hongshin Culture History  (홍신문화사)","2",NA,"","","","",NA,""
"336",NA,64.5877244554213,40.6972275706031,"Arcangelo","Arcangelo","Arcangelo","Russia","Russian","0",1992,"01/01/1992 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Severo-zapadnoe kn. Izdatel'stvo/VPPO","",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"337",NA,55.1000809701356,82.922342740437,"Novosibirsk","Novosibirsk","Novosibirsk","Russia","Russian","0",1992,"01/01/1992 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Kn. Izdatel'stvo","",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"338",493,38.6647338499077,68.7643785050882,"Dushanbe","Dushanbe","Dushanbe","Tajikistan","Russian","0",1992,"01/01/1992 00:00","",493,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","ADIB","1",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"339",NA,56.0089663886645,92.9436610805226,"Krasnoyarsk","Krasnoyarsk","Krasnoyarsk","Russia","Russian","0",1992,"01/01/1992 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Grotesk","",NA,"","","First Krasnoyarsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"340",NA,55.0439588292511,73.4287209406932,"Omsk","Omsk","Omsk","Russia","Russian","0",1992,"01/01/1992 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","B.m.: b.i.","",NA,"","","First Omsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"341",NA,47.137822484858,39.6575317088191,"Rostov on Don","Rostov on Don","Rostov on Don","Russia ","Russian ","0",1992,"01/01/1992 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Germes","",NA,"","","First Rostov edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"342",323,14.503833096535,120.983775405253,"Metro Manila","Manila","Manila","Philippines","Tagalog","0",1992,"01/01/1992 00:00","",323,"Unknown","Kapag bigo na ang lahat / When Everything Fails ","Solar Pub. Corp.","1",NA,"","","","WorldCat",NA,""
"343",76,30.045805161631,31.3705631925236,"Cairo","Cairo","Cairo","Egypt","Arabic","0",1993,"01/01/1993 00:00","",81,"Unknown","Jane Eyre /جین ایر","Dār al-Hilāl","1",NA,"","","Edited by Nabil Raaghib; bilingual edition","",NA,""
"344",NA,26.1164230027053,119.251968654887,"Fuzhou","Fuzhou","Fuzhou","China","Chinese","0",1993,"01/01/1993 00:00","",NA,"Derong Li (李德荣)","简爱 / Jianai / Jane Eyre","Haixia Wenyi Press","",NA,"","","","",NA,""
"345",165,23.1001654016256,72.5157029433768,"Ahmedabad","Ahmedabad","Ahmedabad","India","Gujarati","0",1993,"01/01/1993 00:00","",166,"Hansā C. Patel"," શાર્લોટ બ્રોન્ટે કૃત જેન એયર / śārloṭ bronṭe kṛt jen aiyar / Charlotte Brontë's Creation Jane Eyre ","Navbharat Prakashan Mandir","1",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/3%20Cover%20images/Gujarati?preview=1993+Patel.jpg","https://www.dropbox.com/sh/mnpfqvsq58fa75j/AAARDSwxtJnsxebHczQ2QTsea?dl=0","Abridged. Source: researcher's copy (Abhishek Jain)","Researcher's copy (Abhishek Jain)",NA,""
"346",NA,27.636796384856,85.3372945852577,"Kathmandu","Kathmandu","Kathmandu","Nepal","Nepali","0",1993,"","",NA,"Mrs Sarayu Rai (श्रीमाती सरायू राई)","जेन एयर  / Jane Eyre","Abhivyākti Chāpākhānā (Expression Press, Chabahil), for PEN Nepal","",NA,"","","Publication date VS 2050 = CE 1993-4. Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"347",346,44.4090429994891,26.1748967249643,"Bucharest","Bucharest","Bucharest","Romania","Romanian","0",1993,"01/01/1993 00:00","",346,"Unknown","Jane Eyre","Prietenii Cărţii","1",NA,"","","","IT",NA,""
"348",24,53.8800932424868,27.4523196783738,"Minsk","Minsk","Minsk","Belarus","Russian","1994, 2009, 2010, 2011",1993,"01/01/1993 00:00","",24,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Sovremennaia lit-ra","2",NA,"","","Published in a single volume with Rozhdestvo v Indii by Barbara Ford; 1994 edition is with Literatura; 2009, 2010, and 2011 with Kharvest. May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"349",NA,56.9689578451344,41.0545564743638,"Ivanovo","Ivanovo","Ivanovo","Russia","Russian","0",1993,"01/01/1993 00:00","",NA,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Tovarischestvo 'Vol'noe slovo'","",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"350",NA,54.6944638517976,20.5928980371724,"Kalinigrad","Kaliningrad","Kalinigrad","Russia","Russian","0",1993,"01/01/1993 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Kaliningradskoe kn. Izdatel'stvo","",NA,"","","First Kalinigrad edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"351",NA,55.7382985038479,49.2337668615044,"Kazan","Kazan","Kazan","Russia","Russian","0",1993,"01/01/1993 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Tararskoe kn. Izdatel'stvo","",NA,"","","First Kazan edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"352",NA,56.6059758796416,84.9668058274272,"Tomsk","Tomsk","Tomsk","Russia","Russian","0",1993,"01/01/1993 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Izdatel'stvo Tomskogo universiteta","",NA,"","","First Tomsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"353",497,13.7833297281498,100.463131345135,"Bangkok","Bangkok","Bangkok","Thailand","Thai","0",1993,"01/01/1993 00:00","",497,"Unknown","Rak dīeo khō̜ng Čhēn Čhirā / My Only Love ","Mưkčhīn","1",NA,"","","","WorldCat",NA,""
"354",49,32.0182376245722,118.679944865506,"Nanjing","Nanjing","Nanjing","China","Chinese","0",1994,"01/01/1994 00:00","",48,"Yuanshen Huang (黄源深)","简爱 / Jianai / Jane Eyre","Yilin Press","1",NA,"","","","",NA,""
"355",312,51.99932582729,5.13922988895144,"Utrecht","Utrecht","Utrecht","Netherlands","Dutch","0",1994,"01/01/1994 00:00","",312,"Heleen Kost","Jane Eyre : een autobiografie","Het Spectrum ","2",NA,"https://www.dropbox.com/s/a6isee9akt7tp1r/1994%20Kost.jpg?dl=0","","First Utrecht edition of the translation originally published in Wijnegem, Antwerp, Belgium (1980)","IT",NA,""
"356",295,52.3177664359279,4.98869953194963,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1994,"01/01/1994 00:00","",295,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","IT",NA,""
"357",401,37.5575323555982,126.896287097665,"Seoul","Seoul","Seoul","South Korea","Korean","1995, 2000",1994,"01/01/1994 00:00","",400,"Kim, JungWhan","제인 에어 / Jane Eyre","Samsung Publisher (삼성기획/ 육문사)","3",NA,"","","","",NA,""
"358",408,37.5710301888073,127.045218146662,"Seoul","Seoul","Seoul","South Korea","Korean","0",1994,"01/01/1994 00:00","",408,"Yu, HaeKyung","제인 에어 / Jane Eyre","Sodam Publishing Company (소담출판사)","1",NA,"","","","",NA,""
"359",452,40.3436566735239,-3.64656908140604,"Madrid","Madrid","Madrid","Spain","Portuguese","1997, 2002",1994,"01/01/1994 00:00","",416,"Translation Agency P.A.R.","Jane Eyre","Ediclube, S.A.P.E.","3",NA,"","","","",NA,""
"360",25,53.8330542059875,27.5660444712156,"Minsk","Minsk","Minsk","Belarus","Russian","0",1994,"01/01/1994 00:00","",25,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Vyshėĭshai︠a︡ Shkola","1",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"361",359,55.7013026706071,37.7139037261821,"Moscow","Moscow","Moscow","Russia","Russian","0",1994,"01/01/1994 00:00","",357,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Kudozhestvennai︠a︡ Literatura","1",NA,"","","May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)","",NA,""
"362",NA,51.7582475531266,107.744554847296,"Ulan-Ude","Ulan-Ude","Ulan-Ude","Russia","Russian","0",1994,"01/01/1994 00:00","",NA,"V. O. Stanevich","Джен Эйр / Dzhen Eĭr / Jane Eyre","Buryatskoe kn. Izdatel'stvo","",NA,"","","First Ulan-Ude edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950","",NA,""
"363",513,41.0066908671516,29.0742179585651,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1994,"01/01/1994 00:00","",509,"Zafer Yurt","Jane Eyre","Nurdan Yayınları","1",NA,"","","Abridged, in 'Children's Classics' series","National Library of Turkey",NA,""
"364",NA,43.889396715516,126.560265234135,"Jilin","Jilin","Jilin","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Hong Liang (梁虹)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","","",NA,""
"365",NA,30.5681331535168,104.114941618516,"Chengdu","Chengdu","Chengdu","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Naixiu Sun (孙乃修) ","简爱 / Jianai / Jane Eyre","Sichuan Renmin Press","",NA,"","","Abridged","",NA,""
"366",NA,36.5365121982198,101.835676656469,"Xining","Xining","Xining","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Qi Zhao (赵琪)","简爱 / Jianai / Jane Eyre","Qinghai Renmin Press","",NA,"","","","",NA,""
"367",NA,28.2722461868299,113.027848950689,"Changsha","Changsha","Changsha","China","Chinese","0",1995,"01/01/1995 00:00","",NA,"Shuren Huang (黄淑仁)","简爱 / Jianai / Jane Eyre","Hunan Wenyi Press","",NA,"","","","",NA,""
"368",23,50.7367117349363,5.60489989140494,"Liège","Liège","Liège","Belgium","Dutch","0",1995,"01/01/1995 00:00","",21,"A. Spitzers and Philippe Henriot","Jane Eyre","Hemma","1",NA,"","","","WorldCat",NA,""
"369",311,53.0639229803404,6.49344590554427,"Paterswolde","Paterswolde","Paterswolde","Netherlands","Dutch","0",1995,"01/01/1995 00:00","",311,"Sam de Bruijn and C. Bosker","Charlotte Bronte: Jane Eyre","Dalcomtext","1",NA,"","","","WorldCat",NA,""
"370",221,45.4933052247517,9.11333452674492,"Milan","Milan","Milan","Italy","Italian","1999",1995,"01/01/1995 00:00","",220,"M. De Maria and A. Tenconi Fasoli","Jane Eyre","La Spiga","2",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"371",267,35.6013250681366,139.704542207238,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",1995,"01/01/1995 00:00","",266,"Shigeru Koike ","ジエイン・エア / Jane Eyre","Misuzu Shobo","1",NA,"","","","",NA,""
"372",514,41.1181618421334,28.8973285346788,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1995,"01/01/1995 00:00","",510,"Bekir Balcı","Jane Eyre","Morpa Kültür Yayınları","1",NA,"","","Author listed as 'Carlotte Bronte'","National Library of Turkey",NA,""
"373",540,50.3663644905181,30.6186358091067,"Kiev","Kiev","Kiev","Ukraine","Ukrainian","0",1995,"01/01/1995 00:00","",540,"Unknown","Dz︠h︡eĭn Eĭr","BMP 'Borisfen'","1",NA,"","","","WorldCat",NA,""
"374",NA,38.0660332676894,114.477203681873,"Shijiazhuang","Shijiazhuang","Shijiazhuang","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Ming Lu (卢铭) ","简爱 / Jianai / Jane Eyre","Hebei University Press","",NA,"","","Abridged","",NA,""
"375",NA,39.8436488502521,116.427910289945,"Beijing","Beijing","Beijing","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Peng'en Li (李彭恩)","简爱 / Jianai / Jane Eyre","Beijing Broadcast College Press","",NA,"","","Abridged","",NA,""
"376",NA,39.9749676802058,116.548143480377,"Beijing","Beijing","Beijing","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Shensheng Yang (杨慎生) ","简爱 / Jianai / Jane Eyre","Qinghua University Press","",NA,"","","","",NA,""
"377",NA,37.9870760746706,114.425313269575,"Shijiazhuang","Shijiazhuang","Shijiazhuang","China","Chinese","0",1996,"01/01/1996 00:00","",NA,"Xiao Li (小莉)","简爱 / Jianai / Jane Eyre","Huashan Wenyi Press","",NA,"","","","",NA,""
"378",204,31.687733591588,34.7353421591653,"Kiryat Gat","Kiryat Gat","HaDarom","Israel/Palestine","Hebrew","0",1996,"01/01/1996 00:00","",206,"Asi Weinstein","Jane Eyre / ג'יין אייר","Korim","1",NA,"https://www.dropbox.com/s/o9xo7njkhmjqr55/1996%20Weinstein.jpg?dl=0","","Abridged; juvenile edition","",NA,""
"379",229,45.4719336269084,9.19750166923671,"Milan","Milan","Milan","Italy","Italian","1999, 2004, 2008, 2011, 2012, 2016",1996,"01/01/1996 00:00","",229,"Luisa Reali","Jane Eyre","Mondadori","7",NA,"","","With an introduction by Franco Buffoni","SBN",NA,""
"380",237,45.6862601920599,9.20791441384107,"Seregno","Seregno","Milan","Italy","Italian","0",1996,"01/01/1996 00:00","",243,"Unknown","Jane Eyre","Editoriale Zeus","1",NA,"","","With an introduction by Maria Luisa Astaldi","SBN",NA,""
"381",NA,-23.5415201733595,-46.6629282287616,"São Paulo","São Paulo","São Paulo","Brazil ","Portuguese","0",1996,"01/01/1996 00:00","",NA,"Lenita Maria Remoli Esteves and Almiro Piseta","Jane Eyre","Paz & Terra","1",NA,"","","","",NA,""
